NAME,GEO_ID,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,state,county,tract,block group,Pop_65_Plus,Pop_75_Plus
"Block Group 4, Census Tract 4704, Fairfax County, Virginia",510594704004,790,64,102,42,39,0,0,10,0,17,0,49,66,20,64,38,34,35,49,29,34,22,19,57,867,33,36,70,57,0,60,0,22,0,11,39,86,42,38,96,33,60,0,28,41,46,46,23,51,59,470400,4,394,213
"Block Group 3, Census Tract 4705, Fairfax County, Virginia",510594705003,471,0,34,13,27,0,0,0,0,0,75,0,0,33,49,121,14,32,0,0,51,7,0,15,605,0,54,88,57,0,0,0,0,0,0,89,36,13,83,14,41,14,0,0,47,29,0,40,51,59,470500,3,189,91
"Block Group 2, Census Tract 4706, Fairfax County, Virginia",510594706002,904,30,0,91,49,26,0,0,0,71,18,71,40,23,41,121,0,58,84,42,36,30,24,49,800,47,22,29,22,20,0,0,22,28,9,38,7,40,93,108,23,57,29,23,108,10,18,47,51,59,470600,2,500,178
"Block Group 2, Census Tract 4707, Fairfax County, Virginia",510594707002,561,29,45,9,10,34,0,9,33,9,29,18,26,35,41,56,7,6,5,50,21,64,7,18,530,18,64,47,43,8,17,0,14,0,13,28,31,57,13,33,0,35,30,0,44,9,8,18,51,59,470700,2,274,124
"Block Group 5, Census Tract 4707, Fairfax County, Virginia",510594707005,512,39,13,50,32,30,0,0,0,31,13,0,89,27,38,79,10,18,0,9,25,0,9,0,567,59,48,56,42,0,0,0,0,16,4,59,54,31,37,71,9,19,3,8,13,0,38,0,51,59,470700,5,105,47
"Block Group 1, Census Tract 4709, Fairfax County, Virginia",510594709001,1096,37,120,40,68,0,0,69,0,0,19,16,0,100,126,57,52,96,0,33,27,8,52,176,1135,28,0,159,56,0,0,0,115,0,14,30,12,115,66,75,14,114,0,20,53,79,55,130,51,59,470900,1,633,500
"Block Group 3, Census Tract 4712.04, Fairfax County, Virginia",510594712043,808,138,36,0,16,0,0,51,38,86,23,108,0,0,87,0,0,30,0,31,84,32,48,0,681,44,0,17,0,0,0,0,55,37,91,87,22,19,91,19,0,29,0,106,0,64,0,0,51,59,471204,3,365,144
"Block Group 2, Census Tract 4713.01, Fairfax County, Virginia",510594713012,1153,24,70,59,51,0,0,0,167,98,137,164,163,51,78,62,0,24,0,0,0,5,0,0,1370,148,73,32,72,27,0,7,24,217,180,55,92,108,86,62,18,37,0,0,51,41,40,0,51,59,471301,2,137,86
"Block Group 3, Census Tract 4713.03, Fairfax County, Virginia",510594713033,957,116,20,51,4,52,0,0,12,27,172,99,103,42,63,49,9,39,49,10,11,19,0,10,899,11,22,0,29,41,32,15,40,104,92,52,39,71,37,0,17,55,19,47,133,0,11,32,51,59,471303,3,341,72
"Block Group 2, Census Tract 4714.01, Fairfax County, Virginia",510594714012,1222,71,59,97,27,51,44,0,53,171,40,120,27,91,97,66,0,41,21,43,49,45,0,9,938,53,9,38,19,12,0,0,4,29,76,179,80,34,138,48,49,14,3,40,103,0,3,7,51,59,471401,2,323,64
"Block Group 1, Census Tract 4801, Fairfax County, Virginia",510594801001,648,0,85,62,67,33,0,0,0,0,21,0,71,31,15,100,26,23,25,5,14,46,24,0,769,37,69,54,52,29,0,0,25,29,21,48,62,31,58,78,16,32,13,22,27,43,2,21,51,59,480100,1,242,136
"Block Group 4, Census Tract 4801, Fairfax County, Virginia",510594801004,349,28,35,10,17,0,0,0,0,0,57,7,10,19,37,25,8,53,0,19,14,0,10,0,300,11,0,28,32,0,0,0,13,0,8,0,10,19,8,57,45,13,0,10,10,22,14,0,51,59,480100,4,99,46
"Block Group 3, Census Tract 4802.01, Fairfax County, Virginia",510594802013,446,11,0,23,48,25,0,7,0,16,22,6,8,44,69,0,22,44,8,30,9,36,18,0,529,25,12,53,7,6,0,11,49,2,33,9,37,52,34,75,17,20,13,25,9,26,8,6,51,59,480201,3,188,94
"Block Group 1, Census Tract 4802.04, Fairfax County, Virginia",510594802041,816,64,36,64,76,0,0,0,40,67,118,106,67,79,16,50,0,0,18,0,15,0,0,0,727,35,24,33,0,0,17,0,19,164,131,104,65,0,81,11,24,0,0,0,0,19,0,0,51,59,480204,1,52,19
"Block Group 1, Census Tract 4802.05, Fairfax County, Virginia",510594802051,93,0,0,0,0,0,0,0,0,2,18,16,0,0,0,16,41,0,0,0,0,0,0,0,215,0,0,0,0,0,0,23,17,16,39,36,0,0,0,68,16,0,0,0,0,0,0,0,51,59,480205,1,0,0
"Block Group 2, Census Tract 4803.01, Fairfax County, Virginia",510594803012,600,43,11,22,12,4,0,0,4,10,0,28,68,48,23,59,43,17,65,40,63,16,0,24,906,59,18,97,13,86,0,75,0,11,28,75,41,43,96,52,31,29,64,0,43,21,24,0,51,59,480301,2,360,85
"Block Group 3, Census Tract 4803.02, Fairfax County, Virginia",510594803023,1313,10,83,178,0,31,35,0,15,91,39,0,68,111,60,119,0,14,41,206,91,81,26,14,1148,56,73,78,13,0,0,0,17,55,54,82,20,121,72,175,90,75,36,23,53,54,1,0,51,59,480302,3,626,176
"Block Group 1, Census Tract 4804.02, Fairfax County, Virginia",510594804021,988,17,33,58,55,13,12,24,50,70,7,22,45,54,139,101,23,50,54,79,43,19,0,20,1004,20,15,27,85,12,8,26,73,22,26,48,18,93,136,101,57,49,19,43,85,11,20,10,51,59,480402,1,403,80
"Block Group 1, Census Tract 4805.01, Fairfax County, Virginia",510594805011,350,8,42,27,14,0,15,0,12,13,0,10,0,44,29,65,29,11,0,15,16,0,0,0,406,14,35,5,38,35,0,0,16,12,8,0,23,28,50,73,11,34,9,15,0,0,0,0,51,59,480501,1,55,0
"Block Group 1, Census Tract 4805.02, Fairfax County, Virginia",510594805021,1623,44,136,29,155,115,40,92,92,52,37,56,126,116,82,166,46,26,44,43,77,25,7,17,1575,72,4,110,60,60,21,13,99,33,78,82,72,94,170,134,88,84,21,77,61,26,0,116,51,59,480502,1,514,191
"Block Group 3, Census Tract 202, Tazewell County, Virginia",511850202003,760,102,9,10,93,58,55,15,17,35,11,7,45,129,0,23,24,24,12,18,7,13,53,0,707,50,31,36,3,50,12,11,50,4,9,33,23,10,106,93,0,39,9,0,67,0,57,14,51,185,20200,3,250,137
"Block Group 2, Census Tract 203.01, Tazewell County, Virginia",511850203012,364,0,39,91,0,27,0,0,0,0,13,14,98,15,0,11,0,11,0,21,0,0,12,12,509,26,90,36,0,0,0,0,29,0,79,68,24,19,11,10,48,11,9,0,25,0,12,12,51,185,20301,2,103,48
"Block Group 2, Census Tract 203.02, Tazewell County, Virginia",511850203022,159,12,17,0,0,11,0,0,0,0,32,41,20,16,0,0,0,0,0,0,0,10,0,0,270,33,51,10,10,0,0,0,0,25,33,44,17,0,0,0,0,22,0,0,0,0,0,25,51,185,20302,2,35,35
"Block Group 1, Census Tract 204, Tazewell County, Virginia",511850204001,354,5,30,42,0,10,0,0,0,22,33,15,27,14,36,0,19,22,33,10,16,20,0,0,477,12,51,10,9,10,0,0,3,5,39,83,18,55,13,23,12,22,34,0,14,20,44,0,51,185,20400,1,191,84
"Block Group 4, Census Tract 204, Tazewell County, Virginia",511850204004,691,49,18,47,78,0,6,33,18,66,13,33,5,69,43,50,47,31,13,37,15,20,0,0,635,33,11,21,27,0,0,7,26,63,17,23,8,28,61,44,38,79,54,32,10,24,15,14,51,185,20400,4,234,73
"Block Group 3, Census Tract 205, Tazewell County, Virginia",511850205003,307,12,0,19,15,16,0,0,36,0,10,42,0,13,31,50,0,0,0,23,11,29,0,0,371,0,14,0,0,0,0,0,19,37,0,0,34,16,1,0,5,21,51,44,32,97,0,0,51,185,20500,3,287,126
"Block Group 3, Census Tract 206, Tazewell County, Virginia",511850206003,779,52,96,0,43,0,11,0,66,30,23,70,46,131,65,13,13,38,29,17,28,1,7,0,951,60,84,113,0,0,99,0,84,36,15,61,14,141,14,136,22,29,13,10,11,9,0,0,51,185,20600,3,125,17
"Block Group 2, Census Tract 207, Tazewell County, Virginia",511850207002,788,39,56,41,21,8,34,0,0,111,34,18,77,115,33,98,0,0,0,27,26,25,1,24,928,34,81,174,12,12,10,0,21,42,66,76,19,80,71,28,15,10,30,8,45,79,0,15,51,185,20700,2,280,144
"Block Group 2, Census Tract 208, Tazewell County, Virginia",511850208002,421,10,12,69,0,13,0,0,63,32,4,18,42,27,25,0,0,14,16,6,0,56,14,0,361,11,24,28,46,0,3,0,4,15,6,0,52,20,39,7,10,25,0,6,35,0,30,0,51,185,20800,2,163,100
"Block Group 2, Census Tract 201.02, Warren County, Virginia",511870201022,643,59,42,28,22,0,34,0,16,29,42,73,66,69,38,25,0,35,12,37,16,0,0,0,615,24,100,31,0,28,0,0,0,49,64,52,63,60,29,69,0,29,17,0,0,0,0,0,51,187,20102,2,82,0
"Block Group 1, Census Tract 203, Warren County, Virginia",511870203001,344,20,0,0,0,21,0,0,16,37,20,29,24,10,15,46,10,4,16,64,0,0,8,4,859,149,183,30,101,0,16,0,8,19,49,84,0,14,18,17,0,69,12,0,36,4,26,24,51,187,20300,1,194,66
"Block Group 4, Census Tract 203, Warren County, Virginia",511870203004,765,9,0,42,55,0,47,0,0,0,77,21,20,45,165,84,48,32,28,14,28,17,33,0,833,0,14,0,65,0,0,81,0,71,0,34,53,65,137,62,49,57,28,27,59,0,31,0,51,187,20300,4,265,81
"Block Group 2, Census Tract 204, Warren County, Virginia",511870204002,383,26,12,64,5,0,0,0,7,69,9,35,13,26,29,40,0,11,0,10,13,6,8,0,336,15,47,0,0,13,0,13,22,56,51,33,13,28,6,0,0,8,11,0,7,6,7,0,51,187,20400,2,68,27
"Block Group 5, Census Tract 204, Warren County, Virginia",511870204005,377,28,100,72,0,0,0,9,17,64,21,24,0,9,10,11,0,5,0,0,0,0,0,7,418,26,63,0,0,0,0,0,19,71,38,0,0,24,11,22,12,0,23,0,34,23,8,44,51,187,20400,5,139,82
"Block Group 3, Census Tract 205, Warren County, Virginia",511870205003,719,24,46,54,8,0,30,38,0,88,44,120,27,27,78,49,16,3,23,17,0,20,0,7,542,21,108,29,17,0,13,0,11,123,29,0,23,50,0,40,0,9,32,16,2,0,19,0,51,187,20500,3,136,46
"Block Group 2, Census Tract 206.01, Warren County, Virginia",511870206012,1440,134,104,107,50,38,3,3,24,122,96,54,64,146,77,136,9,67,45,9,37,65,30,20,1925,122,85,79,65,23,0,84,89,254,224,92,60,81,213,78,24,133,5,33,45,44,40,52,51,187,20601,2,425,251
"Block Group 1, Census Tract 206.02, Warren County, Virginia",511870206021,815,12,55,62,77,7,11,16,10,56,33,41,48,117,23,54,35,18,0,46,45,40,0,9,692,37,96,10,25,14,0,0,21,29,27,60,154,9,35,100,10,15,15,10,0,8,8,9,51,187,20602,1,190,74
"Block Group 2, Census Tract 207, Warren County, Virginia",511870207002,618,2,24,51,30,23,0,6,8,9,8,48,37,33,73,28,0,13,42,92,13,51,27,0,503,0,0,35,14,0,70,0,0,17,13,33,30,48,8,16,0,8,17,53,65,60,16,0,51,187,20700,2,436,154
"Block Group 3, Census Tract 101.01, Washington County, Virginia",511910101013,447,12,0,0,0,0,0,0,18,40,15,23,23,29,50,85,0,17,49,19,18,19,19,11,432,24,0,0,0,22,0,0,30,0,11,37,0,103,12,13,14,58,0,34,0,43,16,15,51,191,10101,3,243,123
"Block Group 1, Census Tract 102, Washington County, Virginia",511910102001,1035,17,62,41,34,0,0,0,107,56,40,57,16,110,151,70,0,127,4,47,40,56,0,0,926,17,48,62,61,10,0,0,0,0,0,104,42,79,88,47,144,0,62,28,101,33,0,0,51,191,10200,1,371,89
"Block Group 4, Census Tract 102, Washington County, Virginia",511910102004,880,17,34,68,14,0,0,15,0,49,68,59,80,27,63,61,15,36,49,24,0,167,0,34,803,73,0,10,15,0,0,16,0,42,39,51,57,27,57,119,17,73,14,22,63,28,39,41,51,191,10200,4,481,309
"Block Group 1, Census Tract 103.02, Washington County, Virginia",511910103021,599,19,0,28,63,76,0,19,0,34,20,0,0,59,36,71,14,31,31,26,16,44,0,12,516,0,0,28,15,0,0,23,23,0,19,0,58,14,110,51,0,18,32,0,20,71,34,0,51,191,10302,1,286,161
"Block Group 2, Census Tract 104.01, Washington County, Virginia",511910104012,574,28,61,18,28,0,13,0,0,126,33,9,40,38,51,14,4,46,3,14,15,14,19,0,821,71,42,77,8,85,0,0,0,46,36,9,139,8,88,0,31,31,5,1,43,19,24,58,51,191,10401,2,215,134
"Block Group 2, Census Tract 105.01, Washington County, Virginia",511910105012,736,26,22,59,51,37,0,0,37,49,18,48,28,18,16,137,11,31,31,12,51,22,7,25,818,10,8,6,56,68,0,10,0,50,45,5,35,76,44,50,32,53,23,35,73,58,35,46,51,191,10501,2,418,193
"Block Group 2, Census Tract 105.02, Washington County, Virginia",511910105022,500,57,27,76,0,12,0,0,19,18,50,115,7,0,36,62,0,6,9,0,6,0,0,0,613,26,68,27,0,0,0,0,11,45,185,50,0,0,40,42,31,0,5,8,16,22,29,8,51,191,10502,2,103,59
"Block Group 3, Census Tract 109, Washington County, Virginia",511910109003,494,8,11,64,28,3,3,0,20,9,35,48,30,37,11,16,0,8,12,13,26,50,58,4,481,21,8,28,27,6,0,16,4,34,32,46,15,24,9,29,12,33,1,19,60,51,3,3,51,191,10900,3,300,169
"Block Group 3, Census Tract 110, Washington County, Virginia",511910110003,684,23,43,0,49,8,0,0,0,29,24,54,42,86,36,21,40,94,11,33,64,22,0,5,714,16,35,0,37,0,0,0,17,14,26,76,19,44,53,27,65,12,141,22,35,43,13,19,51,191,11000,3,408,102
"Block Group 1, Census Tract 101.02, Westmoreland County, Virginia",511930101021,259,0,18,0,0,0,0,0,0,0,11,0,0,19,38,44,0,4,31,10,18,47,19,0,193,0,9,0,0,0,0,0,0,0,0,15,0,14,28,40,0,7,0,0,0,71,9,0,51,193,10102,1,205,146
"Block Group 4, Census Tract 101.02, Westmoreland County, Virginia",511930101024,337,0,71,0,27,0,0,0,0,0,0,37,0,0,4,64,0,0,86,0,0,0,48,0,368,0,0,0,0,0,0,0,32,59,0,0,32,0,0,7,0,53,0,16,120,30,0,19,51,193,10102,4,319,97
"Block Group 3, Census Tract 102, Westmoreland County, Virginia",511930102003,501,0,10,0,0,0,0,0,13,25,9,6,9,55,41,6,5,28,8,37,161,13,63,12,660,0,11,0,7,0,26,13,0,81,0,25,7,174,84,25,23,0,35,0,29,57,47,16,51,193,10200,3,478,208
"Block Group 3, Census Tract 103, Westmoreland County, Virginia",511930103003,407,39,0,8,0,0,0,0,1,31,4,0,0,26,42,32,40,50,53,8,18,11,6,38,389,36,0,0,5,0,4,0,1,41,14,6,0,36,41,39,30,9,18,29,42,0,0,38,51,193,10300,3,261,93
"Block Group 1, Census Tract 104.02, Westmoreland County, Virginia",511930104021,313,42,52,40,0,15,0,0,0,12,0,3,66,11,0,9,20,0,0,15,1,0,27,0,956,0,197,18,0,0,0,0,0,39,22,114,128,10,67,16,58,80,31,15,58,45,46,12,51,193,10402,1,250,130
"Block Group 1, Census Tract 9307, Wise County, Virginia",511959307001,843,22,19,86,61,12,0,0,70,66,23,45,16,16,87,147,22,0,16,0,42,33,30,30,926,42,15,15,116,0,3,1,20,21,50,28,53,91,100,49,0,51,0,45,168,18,30,10,51,195,930700,1,422,151
"Block Group 1, Census Tract 9308, Wise County, Virginia",511959308001,605,26,33,4,12,12,21,0,30,39,23,44,16,51,91,51,15,19,0,67,10,25,11,5,627,4,27,63,34,27,0,0,4,23,12,28,49,44,78,46,0,54,24,44,31,8,22,5,51,195,930800,1,252,76
"Block Group 2, Census Tract 9309, Wise County, Virginia",511959309002,966,63,68,55,40,2,0,0,177,26,23,10,115,44,117,8,45,28,0,18,28,15,31,53,956,31,52,0,0,0,26,6,38,90,114,8,152,62,81,79,18,0,20,0,63,30,64,22,51,195,930900,2,344,215
"Block Group 1, Census Tract 9311, Wise County, Virginia",511959311001,683,38,81,43,62,0,0,14,29,24,22,7,10,82,30,52,6,44,0,5,6,48,80,0,706,43,41,72,24,27,2,6,20,83,12,13,52,20,67,8,5,48,9,38,66,38,7,5,51,195,931100,1,302,178
"Block Group 1, Census Tract 9312, Wise County, Virginia",511959312001,928,11,81,0,0,0,0,0,0,42,158,55,174,17,25,14,211,6,0,15,40,21,6,52,843,35,62,0,20,9,0,0,9,16,68,76,28,14,0,48,140,74,19,0,20,36,68,101,51,195,931200,1,378,284
"Block Group 4, Census Tract 9312, Wise County, Virginia",511959312004,303,0,38,22,71,18,0,0,26,36,19,0,0,28,0,12,0,12,0,0,5,0,16,0,210,0,0,43,0,0,0,0,9,27,0,36,0,41,0,25,0,15,0,0,0,0,14,0,51,195,931200,4,35,30
"Block Group 2, Census Tract 9313, Wise County, Virginia",511959313002,706,64,41,10,0,2,39,0,33,119,0,46,0,27,29,49,50,62,10,29,46,11,16,23,1059,166,117,43,0,11,21,27,70,54,27,10,36,16,127,71,27,45,14,34,100,26,17,0,51,195,931300,2,326,93
"Block Group 3, Census Tract 9314, Wise County, Virginia",511959314003,947,60,34,58,17,48,0,12,0,0,33,175,87,53,87,67,11,73,7,18,70,28,9,0,965,22,113,21,19,10,18,0,0,35,83,34,61,35,65,64,18,139,28,41,18,99,36,6,51,195,931400,3,360,178
"Block Group 3, Census Tract 9315, Wise County, Virginia",511959315003,852,23,85,43,8,0,16,19,69,8,56,88,120,50,27,97,32,19,22,11,4,46,4,5,679,81,47,58,0,23,0,0,0,115,48,45,35,0,7,59,22,18,20,37,11,23,26,4,51,195,931500,3,213,108
"Block Group 1, Census Tract 4805.03, Fairfax County, Virginia",510594805031,763,45,19,77,10,0,0,0,36,33,47,39,18,31,32,138,0,13,42,20,53,0,8,102,507,15,16,31,0,0,19,0,27,0,44,18,18,38,68,111,0,52,9,23,9,0,9,0,51,59,480503,1,275,119
"Block Group 1, Census Tract 4809.02, Fairfax County, Virginia",510594809021,1506,122,119,42,39,11,25,0,24,240,99,239,59,35,171,99,42,25,41,0,31,32,0,11,1250,56,36,60,77,42,0,11,91,134,69,231,81,109,116,31,27,24,21,7,7,12,0,8,51,59,480902,1,170,63
"Block Group 2, Census Tract 4809.03, Fairfax County, Virginia",510594809032,640,53,90,30,47,0,0,0,9,130,52,67,45,24,38,12,0,13,15,15,0,0,0,0,843,14,18,17,24,0,46,20,139,228,68,41,14,54,50,35,4,26,0,0,45,0,0,0,51,59,480903,2,75,0
"Block Group 2, Census Tract 4810, Fairfax County, Virginia",510594810002,2637,212,437,137,99,44,0,30,10,402,223,316,81,121,77,387,6,26,16,10,3,0,0,0,1958,201,84,62,0,63,9,0,10,347,209,214,90,238,149,155,0,19,46,20,35,7,0,0,51,59,481000,2,137,7
"Block Group 1, Census Tract 4811.02, Fairfax County, Virginia",510594811021,1513,123,156,138,47,0,0,0,33,97,176,214,159,125,131,51,6,15,0,23,0,19,0,0,1720,159,104,103,67,15,0,115,105,176,255,181,128,65,120,42,3,35,16,10,13,8,0,0,51,59,481102,1,89,27
"Block Group 2, Census Tract 4811.03, Fairfax County, Virginia",510594811032,743,97,101,14,19,13,18,0,0,17,108,96,57,14,61,41,0,5,0,0,10,12,27,33,744,29,32,48,15,0,0,0,27,57,94,43,35,90,64,49,0,13,23,13,18,45,0,49,51,59,481103,2,230,166
"Block Group 3, Census Tract 4811.04, Fairfax County, Virginia",510594811043,262,0,27,0,17,0,0,0,19,20,54,40,18,57,0,0,0,0,10,0,0,0,0,0,180,10,0,11,0,0,0,0,11,33,43,31,19,0,0,0,0,22,0,0,0,0,0,0,51,59,481104,3,10,0
"Block Group 3, Census Tract 4811.05, Fairfax County, Virginia",510594811053,676,43,17,54,36,18,0,0,24,12,32,31,117,39,97,75,9,25,0,23,11,13,0,0,721,42,75,61,35,22,0,17,59,11,21,72,55,35,38,111,9,27,8,0,12,11,0,0,51,59,481105,3,78,24
"Block Group 3, Census Tract 4811.06, Fairfax County, Virginia",510594811063,1097,74,74,84,42,22,0,9,19,31,0,83,106,71,122,155,28,7,2,35,63,0,39,31,1193,101,24,63,111,93,13,9,29,16,57,31,70,72,173,106,38,45,0,41,12,21,61,7,51,59,481106,3,312,159
"Block Group 2, Census Tract 4812.02, Fairfax County, Virginia",510594812022,712,146,45,88,7,0,0,0,13,109,76,22,0,39,41,62,7,10,0,22,12,13,0,0,708,12,41,25,9,36,13,0,47,81,70,34,22,58,122,85,0,41,0,0,12,0,0,0,51,59,481202,2,59,13
"Block Group 2, Census Tract 4814, Fairfax County, Virginia",510594814002,938,33,39,47,0,83,0,0,0,65,143,44,41,64,72,23,112,49,0,16,28,22,39,18,1159,71,99,110,0,92,3,42,44,0,100,47,66,98,51,62,28,54,36,0,57,60,19,20,51,59,481400,2,315,178
"Block Group 1, Census Tract 4815, Fairfax County, Virginia",510594815001,1110,51,54,102,31,0,21,0,19,40,27,50,89,141,61,119,19,32,17,39,59,91,48,0,1144,31,156,111,34,24,0,7,14,17,20,55,107,99,90,72,17,39,20,61,101,42,14,13,51,59,481500,1,505,208
"Block Group 1, Census Tract 4817.01, Fairfax County, Virginia",510594817011,879,21,24,91,58,26,0,0,10,99,7,40,54,38,91,97,25,58,8,45,29,32,17,9,1037,36,87,101,37,15,0,0,80,47,12,68,70,36,93,126,36,23,6,33,49,21,18,43,51,59,481701,1,310,140
"Block Group 1, Census Tract 4817.02, Fairfax County, Virginia",510594817021,753,28,53,95,22,10,0,8,37,14,38,73,70,57,56,93,38,0,17,2,21,0,9,12,979,15,105,76,45,17,0,32,0,39,34,100,106,92,67,76,29,5,10,48,48,1,34,0,51,59,481702,1,202,56
"Block Group 1, Census Tract 4819, Fairfax County, Virginia",510594819001,1024,46,129,113,49,0,0,0,18,114,59,48,59,36,121,46,30,18,17,40,31,33,0,17,1204,14,65,127,53,0,68,0,21,137,53,163,106,70,65,68,17,74,14,22,14,0,18,35,51,59,481900,1,241,103
"Block Group 3, Census Tract 4819, Fairfax County, Virginia",510594819003,1224,51,38,162,52,87,0,0,57,105,0,22,38,62,90,98,57,59,12,61,52,61,47,13,1053,24,0,84,75,33,17,0,0,46,0,91,74,91,73,135,37,30,95,32,10,64,42,0,51,59,481900,3,489,227
"Block Group 3, Census Tract 4822.05, Fairfax County, Virginia",510594822053,98,0,0,0,0,0,0,0,0,37,0,0,28,0,0,33,0,0,0,0,0,0,0,0,130,0,0,30,0,0,0,0,0,13,52,0,2,0,0,0,0,33,0,0,0,0,0,0,51,59,482205,3,0,0
"Block Group 2, Census Tract 4823.01, Fairfax County, Virginia",510594823012,228,21,0,0,0,0,23,0,0,17,30,0,12,19,53,19,18,16,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,61,13,0,0,19,12,0,0,35,0,0,0,0,0,0,51,59,482301,2,0,0
"Block Group 2, Census Tract 4823.02, Fairfax County, Virginia",510594823022,998,56,116,65,29,0,0,0,115,179,60,117,63,33,82,32,0,11,0,0,25,0,15,0,1286,116,71,28,59,23,86,40,57,113,95,146,100,93,48,116,10,14,21,11,28,11,0,0,51,59,482302,2,111,26
"Block Group 3, Census Tract 4823.03, Fairfax County, Virginia",510594823033,601,10,61,43,19,9,0,0,10,31,41,39,27,51,25,37,13,88,14,28,27,5,17,6,655,49,38,17,0,0,0,0,0,23,27,66,79,17,42,43,8,47,28,9,56,27,35,44,51,59,482303,3,296,134
"Block Group 2, Census Tract 4825.02, Fairfax County, Virginia",510594825022,968,59,44,81,55,13,0,12,15,49,75,111,40,60,73,92,49,29,30,34,35,0,0,12,929,34,44,61,22,17,15,0,40,65,36,62,58,93,101,106,10,58,0,42,40,13,0,12,51,59,482502,2,218,37
"Block Group 3, Census Tract 4825.03, Fairfax County, Virginia",510594825033,922,13,51,127,65,20,16,0,45,21,36,24,104,78,104,103,26,26,24,8,9,9,13,0,986,26,59,110,59,13,27,13,76,17,26,23,115,100,152,90,34,29,17,0,0,0,0,0,51,59,482503,3,80,22
"Block Group 3, Census Tract 4825.04, Fairfax County, Virginia",510594825043,829,0,10,39,46,0,29,12,30,74,16,18,19,29,93,83,9,28,246,8,17,23,0,0,730,18,40,36,54,12,0,31,12,120,0,26,19,62,90,72,20,54,0,17,40,7,0,0,51,59,482504,3,358,30
"Block Group 1, Census Tract 4825.06, Fairfax County, Virginia",510594825061,317,0,0,0,0,0,0,0,0,76,87,26,17,77,17,17,0,0,0,0,0,0,0,0,240,0,0,0,0,15,0,19,0,37,50,0,28,51,0,33,0,7,0,0,0,0,0,0,51,59,482506,1,0,0
"Block Group 2, Census Tract 4825.07, Fairfax County, Virginia",510594825072,1326,59,205,61,39,9,0,50,235,87,13,199,96,59,75,84,31,0,24,0,0,0,0,0,1033,207,95,130,0,66,0,0,0,0,36,265,42,112,48,8,24,0,0,0,0,0,0,0,51,59,482507,2,24,0
"Block Group 1, Census Tract 4826.01, Fairfax County, Virginia",510594826011,952,161,58,68,66,0,12,14,0,54,42,37,23,88,75,65,0,68,38,0,36,45,2,0,853,23,122,77,44,14,0,0,17,20,27,56,20,120,86,25,0,73,11,29,36,33,4,16,51,59,482601,1,250,100
"Block Group 1, Census Tract 4826.03, Fairfax County, Virginia",510594826031,607,0,52,45,28,19,0,11,15,0,17,60,40,70,59,83,0,55,13,0,23,0,17,0,1106,17,81,136,58,44,0,0,12,24,34,17,119,42,63,66,18,0,58,0,0,205,44,68,51,59,482603,1,428,334
"Block Group 2, Census Tract 4826.04, Fairfax County, Virginia",510594826042,811,0,51,108,12,24,0,0,52,19,0,0,23,102,139,115,36,19,45,18,19,29,0,0,1113,0,109,104,115,104,0,24,19,0,0,0,78,173,84,159,35,38,25,19,27,0,0,0,51,59,482604,2,182,29
"Block Group 3, Census Tract 4901.01, Fairfax County, Virginia",510594901013,1027,22,0,18,64,34,10,4,24,74,122,42,24,110,114,126,75,75,14,26,49,0,0,0,1265,29,64,85,56,52,10,10,95,83,37,51,78,61,148,178,48,125,8,30,7,0,10,0,51,59,490101,3,144,10
"Block Group 1, Census Tract 4901.05, Fairfax County, Virginia",510594901051,776,81,66,39,13,51,0,7,19,18,31,97,52,56,20,22,2,0,124,0,59,19,0,0,574,21,41,36,51,8,12,18,31,24,24,32,104,34,40,26,0,32,6,0,34,0,0,0,51,59,490105,1,242,19
"Block Group 1, Census Tract 4905.01, Fairfax County, Virginia",510594905011,667,46,55,34,0,0,25,28,82,131,116,54,17,10,17,26,11,0,7,0,0,8,0,0,575,20,41,30,10,9,7,29,47,107,21,72,54,99,0,7,0,14,0,0,0,8,0,0,51,59,490501,1,23,16
"Block Group 4, Census Tract 4912.01, Fairfax County, Virginia",510594912014,244,32,13,15,0,0,0,0,17,0,34,54,26,13,15,0,25,0,0,0,0,0,0,0,354,80,37,24,0,0,0,0,0,34,13,54,21,0,48,25,18,0,0,0,0,0,0,0,51,59,491201,4,0,0
"Block Group 2, Census Tract 4913.01, Fairfax County, Virginia",510594913012,1503,137,201,51,56,129,19,0,43,55,79,78,130,100,115,119,13,113,16,13,0,0,36,0,1403,43,87,168,120,72,0,0,75,42,78,187,91,119,108,90,59,25,0,0,20,0,19,0,51,59,491301,2,104,55
