NAME,GEO_ID,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,state,county,tract,block group,Pop_65_Plus,Pop_75_Plus
"Block Group 1, Census Tract 4822.05, Fairfax County, Virginia",510594822051,226,0,171,0,0,0,0,0,0,0,46,9,0,0,0,0,0,0,0,0,0,0,0,0,709,122,163,0,0,0,0,0,28,29,257,110,0,0,0,0,0,0,0,0,0,0,0,0,51,59,482205,1,0,0
"Block Group 2, Census Tract 4822.05, Fairfax County, Virginia",510594822052,454,20,0,81,0,0,0,0,0,33,24,64,55,55,0,40,0,28,0,10,20,0,0,24,460,74,57,37,0,0,0,0,0,37,11,84,50,27,0,28,0,16,39,0,0,0,0,0,51,59,482205,2,93,24
"Block Group 1, Census Tract 4822.06, Fairfax County, Virginia",510594822061,405,0,0,24,0,0,0,0,8,21,12,23,59,23,18,50,0,51,31,3,28,40,14,0,556,38,25,34,18,36,0,0,0,58,12,31,31,62,23,29,35,15,2,29,15,4,59,0,51,59,482206,1,225,117
"Block Group 1, Census Tract 4823.01, Fairfax County, Virginia",510594823011,1404,90,97,0,26,20,0,30,0,60,69,142,62,98,47,90,53,96,13,44,49,291,27,0,1401,96,44,43,67,0,0,0,19,124,55,102,178,36,53,70,13,10,58,81,288,26,0,38,51,59,482301,1,915,382
"Block Group 3, Census Tract 4823.01, Fairfax County, Virginia",510594823013,767,61,73,19,0,0,0,0,0,90,44,72,0,13,40,97,39,56,13,37,84,29,0,0,987,11,11,10,49,0,0,0,81,32,79,22,27,0,149,69,41,121,12,59,120,49,29,16,51,59,482301,3,448,123
"Block Group 1, Census Tract 4823.02, Fairfax County, Virginia",510594823021,1260,66,65,48,72,53,0,13,117,254,136,46,57,126,73,46,37,38,0,11,0,0,0,2,1125,37,74,36,51,92,36,0,91,113,88,115,94,58,50,21,51,0,36,32,13,36,0,1,51,59,482302,1,131,39
"Block Group 1, Census Tract 4823.03, Fairfax County, Virginia",510594823031,792,39,69,26,40,15,0,0,8,56,29,89,53,42,62,82,19,27,7,60,60,9,0,0,498,25,13,0,0,11,0,0,0,29,28,27,20,65,42,32,18,38,8,78,53,10,1,0,51,59,482303,1,286,20
"Block Group 2, Census Tract 4823.03, Fairfax County, Virginia",510594823032,345,27,23,8,10,0,13,0,0,33,16,50,23,24,45,27,13,16,8,0,0,9,0,0,461,34,38,15,11,0,0,0,37,52,21,28,23,15,25,44,8,7,22,0,39,42,0,0,51,59,482303,2,120,51
"Block Group 1, Census Tract 4824, Fairfax County, Virginia",510594824001,1036,31,124,95,37,7,0,4,15,45,72,48,56,105,74,49,57,35,46,29,71,24,5,7,1165,46,153,94,23,13,0,21,36,34,39,23,94,93,81,150,50,31,29,11,72,35,5,32,51,59,482400,1,366,108
"Block Group 1, Census Tract 4825.02, Fairfax County, Virginia",510594825021,363,10,47,58,36,0,0,0,0,0,0,39,36,62,8,25,12,10,12,0,0,8,0,0,392,32,50,48,26,14,0,0,0,0,0,61,52,27,16,34,0,0,0,23,0,9,0,0,51,59,482502,1,52,17
"Block Group 1, Census Tract 4825.03, Fairfax County, Virginia",510594825031,905,50,39,124,25,0,0,0,14,17,48,51,52,98,88,130,18,51,54,13,19,0,14,0,1065,38,88,136,72,30,11,0,59,29,16,64,70,138,96,63,58,10,17,49,7,14,0,0,51,59,482503,1,187,28
"Block Group 2, Census Tract 4825.03, Fairfax County, Virginia",510594825032,575,11,40,46,46,0,0,0,75,82,22,9,16,55,65,24,7,8,0,18,11,14,26,0,427,20,32,19,7,0,9,0,63,16,17,8,40,44,33,34,25,13,16,20,0,11,0,0,51,59,482503,2,116,51
"Block Group 1, Census Tract 4825.04, Fairfax County, Virginia",510594825041,976,28,50,122,49,37,0,0,46,38,16,49,58,84,91,118,33,38,19,9,28,32,0,31,946,6,60,92,89,11,11,0,12,0,24,41,99,77,129,126,17,70,10,8,33,17,0,14,51,59,482504,1,201,94
"Block Group 2, Census Tract 4825.04, Fairfax County, Virginia",510594825042,798,21,51,50,38,0,7,0,51,57,22,35,67,26,77,108,20,32,37,8,69,0,12,10,897,20,40,94,53,66,0,0,37,0,21,56,55,38,79,106,30,8,37,18,46,24,69,0,51,59,482504,2,330,115
"Block Group 1, Census Tract 4825.05, Fairfax County, Virginia",510594825051,367,30,0,0,0,0,0,0,72,62,0,20,28,29,28,0,19,20,23,0,0,0,0,36,312,23,0,29,0,0,0,0,0,0,45,3,0,0,0,25,18,20,57,0,36,28,5,23,51,59,482505,1,208,92
"Block Group 2, Census Tract 4825.05, Fairfax County, Virginia",510594825052,1103,146,196,140,113,0,0,0,13,14,86,108,160,106,18,0,0,0,3,0,0,0,0,0,815,54,170,0,0,0,0,0,14,6,87,224,104,111,0,40,0,5,0,0,0,0,0,0,51,59,482505,2,3,0
"Block Group 2, Census Tract 4825.06, Fairfax County, Virginia",510594825062,1415,206,89,103,64,0,0,0,0,199,257,122,67,94,38,60,20,41,19,0,0,36,0,0,1741,85,116,120,22,0,0,0,59,250,253,273,128,146,68,25,54,34,0,0,76,0,0,32,51,59,482506,2,163,68
"Block Group 1, Census Tract 4825.07, Fairfax County, Virginia",510594825071,622,28,19,5,0,24,0,0,71,108,193,40,24,69,41,0,0,0,0,0,0,0,0,0,502,41,42,0,0,0,0,149,50,60,38,0,19,0,59,0,0,0,0,0,0,44,0,0,51,59,482507,1,44,44
"Block Group 3, Census Tract 9501.01, King William County, Virginia",511019501013,522,0,37,16,29,8,0,0,0,23,26,0,26,48,60,96,13,0,26,17,61,9,6,21,479,33,24,13,13,0,0,0,0,0,22,0,34,29,92,47,7,0,50,16,54,22,10,13,51,101,950101,3,305,81
"Block Group 1, Census Tract 9501.02, King William County, Virginia",511019501021,400,29,13,0,0,15,0,0,88,11,0,153,0,14,38,0,0,39,0,0,0,0,0,0,236,13,0,28,0,25,14,0,0,8,0,28,61,0,16,29,14,0,0,0,0,0,0,0,51,101,950102,1,0,0
"Block Group 2, Census Tract 9501.02, King William County, Virginia",511019501022,1004,85,123,17,43,12,0,14,0,91,114,79,20,57,31,101,29,17,58,112,0,1,0,0,996,49,55,86,84,10,0,0,0,167,43,46,45,32,88,104,12,36,16,75,12,25,0,11,51,101,950102,2,310,37
"Block Group 3, Census Tract 9501.02, King William County, Virginia",511019501023,1342,196,145,49,35,8,51,0,51,113,45,37,176,163,83,16,46,17,0,0,73,38,0,0,1465,48,96,27,92,97,7,0,7,82,90,18,199,152,76,165,49,0,53,21,105,62,0,19,51,101,950102,3,371,119
"Block Group 4, Census Tract 9501.02, King William County, Virginia",511019501024,465,0,0,31,52,0,35,0,0,18,24,18,19,44,23,69,34,14,18,27,39,0,0,0,470,12,0,32,0,9,60,0,24,0,0,20,32,0,71,88,29,16,0,38,21,0,18,0,51,101,950102,4,161,18
"Block Group 2, Census Tract 9502, King William County, Virginia",511019502002,695,61,39,18,19,15,19,1,43,71,2,34,36,40,31,46,30,57,21,29,50,8,25,0,644,48,0,24,11,1,0,0,29,45,19,72,29,54,108,46,18,27,35,36,3,19,13,7,51,101,950200,2,246,72
"Block Group 1, Census Tract 9503, King William County, Virginia",511019503001,840,1,47,91,31,5,0,26,7,10,79,25,52,16,103,31,13,96,0,11,42,29,10,115,1109,90,27,110,43,8,0,0,47,39,74,7,133,55,71,23,42,47,33,64,68,30,62,36,51,101,950300,1,500,282
"Block Group 1, Census Tract 301, Lancaster County, Virginia",511030301001,221,0,0,37,0,0,0,0,0,0,0,0,11,43,5,26,0,12,0,15,39,27,6,0,465,0,18,0,8,20,0,0,0,0,9,8,0,265,24,25,14,0,1,20,20,23,10,0,51,103,30100,1,161,66
"Block Group 2, Census Tract 301, Lancaster County, Virginia",511030301002,351,0,0,0,19,0,0,0,10,9,12,1,38,1,111,72,41,0,0,6,13,0,18,0,317,6,0,0,0,14,0,1,0,0,11,9,2,0,0,93,18,0,27,13,0,106,0,17,51,103,30100,2,200,141
"Block Group 4, Census Tract 301, Lancaster County, Virginia",511030301004,354,26,21,0,0,0,0,0,0,24,14,11,7,34,20,23,28,5,17,0,37,29,29,29,482,10,38,0,7,0,0,19,0,15,38,9,0,18,0,23,17,23,59,14,70,65,18,39,51,103,30100,4,406,209
"Block Group 1, Census Tract 302, Lancaster County, Virginia",511030302001,314,0,0,0,0,0,0,0,0,33,0,17,63,0,0,0,20,21,15,35,17,63,9,21,555,0,0,0,303,0,0,0,0,15,7,9,8,5,46,10,33,28,40,29,3,8,11,0,51,103,30200,1,251,112
"Block Group 3, Census Tract 302, Lancaster County, Virginia",511030302003,409,0,21,13,30,38,0,0,0,31,2,4,66,9,22,13,0,37,6,26,29,59,3,0,652,3,73,68,15,25,0,0,2,18,4,28,19,13,8,21,6,34,5,81,129,30,68,2,51,103,30200,3,438,162
"Block Group 4, Census Tract 302, Lancaster County, Virginia",511030302004,428,30,60,13,0,0,16,0,0,35,3,16,1,0,30,26,3,6,16,26,51,25,3,68,446,0,6,5,10,0,0,26,0,43,7,9,9,12,22,33,17,7,20,35,26,33,35,91,51,103,30200,4,429,255
"Block Group 2, Census Tract 303.01, Lancaster County, Virginia",511030303012,476,0,1,15,15,0,0,0,14,24,0,0,12,7,24,35,101,33,8,54,10,54,59,10,455,3,5,21,8,0,0,0,0,7,9,5,18,31,72,68,46,0,29,40,49,24,20,0,51,103,30301,2,357,167
"Block Group 2, Census Tract 303.02, Lancaster County, Virginia",511030303022,496,1,0,6,2,0,8,0,5,0,121,3,0,24,10,46,9,12,11,6,77,18,22,115,400,6,0,0,1,0,0,0,0,6,36,1,3,17,4,30,5,19,11,10,20,59,43,129,51,103,30302,2,521,386
"Block Group 0, Census Tract 9901, Lancaster County, Virginia",511039901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,103,990100,0,0,0
"Block Group 2, Census Tract 9501, Lee County, Virginia",511059501002,506,23,0,3,4,10,0,40,0,0,132,27,0,30,0,57,0,12,0,14,14,140,0,0,704,0,0,14,0,0,0,13,35,0,0,80,35,0,26,43,234,63,15,37,15,7,87,0,51,105,950100,2,329,234
"Block Group 3, Census Tract 9501, Lee County, Virginia",511059501003,246,26,0,11,12,0,0,0,0,16,0,0,8,21,13,44,0,7,8,44,8,0,0,28,378,0,24,13,34,20,0,0,0,0,51,0,35,0,36,85,0,15,13,0,15,37,0,0,51,105,950100,3,153,65
"Block Group 5, Census Tract 9501, Lee County, Virginia",511059501005,247,24,36,35,12,14,0,0,0,9,28,30,12,17,0,9,0,11,0,10,0,0,0,0,295,8,12,24,30,0,0,0,37,7,29,27,14,41,4,29,0,0,0,6,10,4,0,13,51,105,950100,5,43,17
"Block Group 1, Census Tract 9502, Lee County, Virginia",511059502001,532,21,37,76,9,0,0,0,37,50,24,73,0,18,10,41,32,28,0,46,20,0,10,0,672,59,29,38,11,0,45,0,23,46,86,14,52,10,64,51,18,8,25,0,30,45,18,0,51,105,950200,1,194,73
"Block Group 3, Census Tract 9502, Lee County, Virginia",511059502003,422,0,0,16,8,15,0,0,0,10,0,0,47,19,0,81,43,10,129,6,6,15,17,0,267,22,0,0,10,0,0,0,0,8,0,35,15,38,8,11,24,60,0,0,0,27,0,9,51,105,950200,3,209,68
"Block Group 4, Census Tract 9502, Lee County, Virginia",511059502004,827,15,36,64,63,17,0,12,0,16,144,79,4,8,62,183,26,23,24,42,9,0,0,0,370,0,41,37,0,0,0,12,0,14,0,72,28,56,0,92,0,0,9,0,0,9,0,0,51,105,950200,4,93,9
"Block Group 2, Census Tract 9503.01, Lee County, Virginia",511059503012,450,54,106,30,0,0,0,9,49,11,24,28,5,37,19,37,1,0,0,17,17,6,0,0,517,17,13,12,0,5,44,12,71,28,0,62,116,0,26,0,0,54,0,0,44,9,4,0,51,105,950301,2,97,19
"Block Group 1, Census Tract 9503.02, Lee County, Virginia",511059503021,635,70,49,37,51,17,0,12,0,8,27,11,51,67,0,88,20,0,9,6,38,20,54,0,579,44,63,27,9,0,40,0,0,50,34,20,25,49,0,43,22,26,64,27,1,8,22,5,51,105,950302,1,254,109
"Block Group 1, Census Tract 9504, Lee County, Virginia",511059504001,471,0,22,87,51,0,0,0,6,12,19,34,15,9,65,12,22,19,12,27,18,14,0,27,419,0,26,43,0,0,0,0,0,16,0,40,40,57,65,26,0,14,12,22,9,8,6,35,51,105,950400,1,190,90
"Block Group 2, Census Tract 9504, Lee County, Virginia",511059504002,145,13,0,0,13,6,0,0,9,3,0,0,0,0,23,0,0,19,9,9,23,18,0,0,183,14,0,0,0,30,0,18,0,5,0,0,0,26,0,6,8,6,16,0,22,26,6,0,51,105,950400,2,129,50
"Block Group 1, Census Tract 9505, Lee County, Virginia",511059505001,617,56,0,25,0,0,0,0,32,24,0,0,126,0,116,47,0,12,18,40,68,35,18,0,659,0,33,51,184,0,0,0,0,17,0,0,31,23,53,24,43,0,57,12,53,31,0,47,51,105,950500,1,379,131
"Block Group 2, Census Tract 9505, Lee County, Virginia",511059505002,881,69,42,0,0,30,0,0,0,171,18,96,98,54,49,41,0,0,0,86,36,76,15,0,654,59,38,88,0,0,0,0,0,113,22,0,34,0,47,117,0,13,60,12,0,19,21,11,51,105,950500,2,336,142
"Block Group 4, Census Tract 9505, Lee County, Virginia",511059505004,525,47,47,4,23,0,0,40,14,35,14,44,14,11,7,10,32,46,0,13,105,15,1,3,850,78,9,106,18,5,8,8,15,13,80,11,17,23,68,19,3,5,6,13,136,19,187,3,51,105,950500,4,501,228
"Block Group 2, Census Tract 9506, Lee County, Virginia",511059506002,561,0,0,63,12,33,25,0,71,0,0,0,22,139,17,36,46,21,0,0,61,0,15,0,457,0,25,0,27,0,0,0,9,0,36,28,54,111,10,52,11,11,0,13,31,13,9,17,51,105,950600,2,159,54
"Block Group 3, Census Tract 9506, Lee County, Virginia",511059506003,350,0,0,0,0,0,0,0,0,0,0,38,20,13,125,0,0,57,0,49,21,6,21,0,272,0,0,0,0,0,0,0,0,0,18,0,0,27,0,47,0,0,0,12,87,17,64,0,51,105,950600,3,277,108
"Block Group 1, Census Tract 6101.01, Loudoun County, Virginia",511076101011,1317,105,83,64,20,22,0,13,42,10,29,96,84,131,119,46,65,94,9,59,158,0,8,60,1337,45,75,101,28,15,20,0,19,47,73,66,88,156,64,90,180,22,102,35,32,35,11,33,51,107,610101,1,542,147
"Block Group 2, Census Tract 6101.01, Loudoun County, Virginia",511076101012,1113,76,76,103,15,52,0,10,86,35,59,87,48,104,89,102,19,37,26,28,46,12,0,3,1078,50,85,69,93,15,24,0,37,46,71,72,70,84,83,31,102,51,0,22,37,29,4,3,51,107,610101,2,210,51
"Block Group 2, Census Tract 6101.02, Loudoun County, Virginia",511076101022,1032,18,43,50,34,30,7,0,62,41,32,24,20,140,78,132,79,44,10,29,65,24,55,15,1080,35,28,50,72,15,21,10,29,59,20,39,84,113,113,82,44,48,45,35,17,56,21,44,51,107,610102,2,416,215
"Block Group 1, Census Tract 6102.01, Loudoun County, Virginia",511076102011,1317,58,145,162,12,0,15,55,14,28,41,138,99,58,188,44,40,34,33,13,91,19,15,15,1280,44,65,68,53,87,13,45,20,4,49,64,90,99,129,71,15,40,73,115,36,35,50,15,51,107,610201,1,510,149
"Block Group 2, Census Tract 6102.01, Loudoun County, Virginia",511076102012,1520,218,66,120,82,11,56,15,0,66,35,55,28,166,101,195,40,27,9,19,24,19,149,19,1332,17,42,137,88,17,5,0,35,43,74,48,46,119,105,187,27,56,64,99,55,21,33,14,51,107,610201,2,525,255
"Block Group 1, Census Tract 6102.02, Loudoun County, Virginia",511076102021,1155,61,85,96,173,44,0,0,30,27,19,112,70,225,110,40,3,13,0,35,4,6,2,0,1056,14,41,138,156,0,11,0,4,50,54,104,35,226,62,58,31,2,25,8,22,3,9,3,51,107,610202,1,117,23
"Block Group 2, Census Tract 6102.02, Loudoun County, Virginia",511076102022,1055,97,69,117,102,0,0,0,14,33,56,84,78,74,139,58,2,47,4,24,27,9,19,2,1039,64,27,121,95,7,20,0,58,47,48,95,87,93,95,79,5,23,14,23,20,9,6,3,51,107,610202,2,160,48
"Block Group 3, Census Tract 6102.02, Loudoun County, Virginia",511076102023,472,72,32,17,17,24,0,14,17,17,65,0,70,35,33,8,8,5,22,0,16,0,0,0,339,35,60,7,18,0,0,0,42,0,0,51,23,8,8,46,8,0,0,0,33,0,0,0,51,107,610202,3,71,0
"Block Group 1, Census Tract 6103, Loudoun County, Virginia",511076103001,494,0,59,14,42,0,0,0,39,38,23,0,13,64,0,73,0,21,10,10,51,9,28,0,432,0,14,36,0,0,19,0,12,11,32,12,60,15,10,49,36,5,0,19,59,29,14,0,51,107,610300,1,229,80
"Block Group 2, Census Tract 6103, Loudoun County, Virginia",511076103002,878,75,30,14,23,0,0,0,133,35,50,60,40,23,280,24,0,27,38,0,20,0,6,0,758,108,39,103,9,0,0,0,0,96,28,97,0,180,13,12,0,28,10,7,10,18,0,0,51,107,610300,2,109,24
"Block Group 1, Census Tract 9015.05, Prince William County, Virginia",511539015051,925,43,96,121,81,86,12,0,17,0,0,96,22,105,75,138,11,0,0,0,0,22,0,0,942,159,83,25,97,0,0,0,28,0,30,79,127,74,98,25,11,0,0,23,10,0,73,0,51,153,901505,1,128,95
"Block Group 2, Census Tract 9015.05, Prince William County, Virginia",511539015052,1265,51,112,114,0,79,0,101,56,0,0,124,76,90,238,33,22,42,48,29,50,0,0,0,1226,24,28,59,29,39,28,69,200,20,44,110,110,147,95,106,15,28,0,28,26,21,0,0,51,153,901505,2,202,21
"Block Group 4, Census Tract 9015.05, Prince William County, Virginia",511539015054,479,56,8,12,53,33,0,0,0,0,16,23,37,39,58,61,0,15,13,0,21,4,30,0,672,38,91,42,34,0,49,0,0,0,0,95,11,52,37,47,0,20,38,37,52,29,0,0,51,153,901505,4,224,63
"Block Group 1, Census Tract 9015.06, Prince William County, Virginia",511539015061,320,1,27,43,20,0,7,0,0,22,21,7,53,33,49,11,0,0,0,0,0,0,26,0,369,22,20,11,53,0,0,0,25,33,11,16,10,38,55,28,0,21,20,0,0,0,6,0,51,153,901506,1,52,32
"Block Group 3, Census Tract 9015.06, Prince William County, Virginia",511539015063,1399,147,84,130,77,0,21,0,138,110,91,92,154,134,65,61,4,20,23,29,14,0,5,0,1203,107,80,74,15,24,0,19,44,162,89,103,103,108,100,44,24,50,0,20,37,0,0,0,51,153,901506,3,128,5
"Block Group 1, Census Tract 9015.07, Prince William County, Virginia",511539015071,612,74,24,36,48,17,0,0,0,50,91,54,76,47,13,42,0,15,15,5,0,5,0,0,731,61,64,120,57,17,8,0,0,61,70,105,32,41,45,25,11,10,0,4,0,0,0,0,51,153,901507,1,29,5
"Block Group 1, Census Tract 9015.08, Prince William County, Virginia",511539015081,1232,101,182,95,63,69,0,25,17,23,30,63,141,96,71,62,9,15,0,0,30,50,90,0,1299,46,139,130,47,49,59,0,23,52,51,64,182,97,120,52,13,58,0,40,68,9,0,0,51,153,901508,1,287,149
